21,45,0.39,6,T,n
21,45,0.29,6,T,n
21,45,0.39,6,T,n
21,45,0.39,6,T,n
21,45,0.2,6,T,n
21,45,0.29,6,T,n
21,45,0.39,6,T,n
22,56,0.39,6,T,y,n
22,65,0.39,6,y,n
23,70,0.39,6,y,n
24,73,0.39,6,y,n
26,73,0.39,6,y
29,70,0.39,6,y,V,N
32,58,0.78,6,T,y,V,N
